Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Eritrea,ERI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.428927453385,597.743181589472,731.189221536619,756.937207513389,829.941871164636,896.103607266269,907.336566558827,894.896680071059,845.979094703422,888.160096232951,875.643305836015,813.091934348835,788.85562990919,778.575535620435,746.841751462486,737.696468851061,651.133110889304,663.986573441535,667.744177753249,715.87254227157,,,,,,,,
Spain,ESP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7375.70290375569,8172.60975456641,8903.76985815894,9673.01043080883,10085.781525063,10600.7244286097,11253.0330866558,11597.8402663404,12202.3396830976,13158.8912250309,13571.917652273,14032.8100469987,15009.8013835844,16001.05252517,16716.4705153723,16626.352597747,16995.0872796466,17298.5612557314,17383.4501970366,17238.0327535648,17477.8681617888,17331.0737300804,17442.0635062404,17664.5395782831,17905.2890869632,18254.6802177214,18792.3315583693,19783.3945582971,20747.1806269516,21714.5833236255,22512.7609969624,23027.2507002659,23127.6760185304,22770.7331130749,23202.6727151181,23737.4843582365,24267.7361815093,25061.0125819586,26053.9053737859,27113.7325084429,28408.8067685172,29321.8888343637,29700.1558750311,30037.6248621551,30445.7488586839,31028.9967719752,31760.6025390822,32301.9690040863,32072.7645931733,30593.609837519,30502.7197080776,30146.9992402473,29235.8286869685,28910.7558426965,29398.6103065297,30549.7918140542,31449.6177172688,32282.9038470243,32949.5819818571,
Estonia,EST,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6738.50325525581,6771.09690535023,7205.1011957335,7673.11841119858,8773.72674642225,9242.00497086063,9177.65304196351,10056.4328751443,10725.8703323834,11528.2791795615,12478.6621858865,13403.0373199454,14759.244730071,16289.4290849321,17603.2432651909,16752.2827398755,14361.9388221094,14784.3810806949,15932.8694472843,16487.3290360007,16768.8523544356,17315.143149194,17623.0315288036,18081.5288687319,19097.864271082,19954.1301112109,
Ethiopia,ETH,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,228.642809542016,224.433407527427,235.608011906384,221.737662503603,190.833427579237,202.72070217538,223.552816149266,217.51045149389,209.628901420114,208.079381572326,186.52026948541,164.336602268298,179.404208919047,178.801689835481,183.54790306594,199.922992257154,200.026554690016,187.516734052349,191.571880199971,197.432305149369,207.752705244742,204.938205916459,194.873070098516,215.154562212426,233.944190480862,252.212288224834,273.492119814399,294.805427784673,312.033849443538,341.554114905179,369.202407829027,389.938966721631,419.183860251535,449.420377149128,482.639066335501,514.057306751986,548.117495566997,570.305676779185,
European Union,EUU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11504.5428785204,12037.1454401467,12525.0778094538,13104.2297498899,13729.2686927601,14194.0514081668,14671.7288463919,15242.2294653719,15967.3775799429,16779.2207766155,17529.388484857,18069.6040471352,18794.9977240887,19814.7872667701,20132.6941299696,19858.6995411302,20661.4151766112,21140.0414964855,21721.8788861696,22454.9830864104,22683.8454423037,22663.4810509533,22810.8804700361,23167.3825199983,23680.8660401061,24241.7200686776,24818.8367656003,25470.9917166049,26506.4348440646,27399.943645645,28122.7881621613,28481.1661647302,28687.4748386594,28530.9135722835,29250.6615058654,29985.3435055407,30525.2712323821,31354.406225885,32286.5398518471,33209.6396721249,34443.6332118886,35189.6833595807,35563.6421462514,35886.3157485966,36670.4070937344,37313.3686599085,38452.7589735909,39492.2868144871,39568.8250615921,37771.8524284383,32931.0419431415,33594.7087276093,33295.1964506908,33194.2809349264,33636.2127431889,34352.5599545104,34986.4505498961,35887.3362634432,36596.8311555142,
Fragile and conflict affected situations,FCS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.46052623239,1043.18394284562,1157.45601973614,921.637854042601,949.028258183862,980.913737432277,983.314321045291,991.671872937581,1035.25096698193,1087.86282396611,1186.15310435491,1239.08531294805,1231.88431017182,1235.61985871832,1197.38011456287,1111.92773176222,1236.16020932126,1285.54650791885,1340.45771367641,1379.58056623828,1421.30901531459,1452.2245472017,1511.92926433544,1396.80295036865,1533.47894001092,1555.94480504039,1537.42995691693,1536.88771017788,1591.97229208288,1600.86219288826,1597.22953080243,
Finland,FIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,12179.3930086878,13013.4336012179,13310.6667448568,13651.0833683722,14286.5212082854,14994.0453312695,15292.4038888108,15539.686473947,15826.3946539575,17354.734415723,18349.7824926578,18758.5832453387,20089.7211306683,21371.0393156748,21947.5142076542,22244.6889701406,22254.10996209,22245.0956948867,22828.9463435769,24392.3855415472,25627.0584095876,25842.4741745486,26486.6617470349,27140.7094990986,27860.9705325749,28720.5935855552,29405.4493949844,30361.3780875958,31842.0012268643,33330.3696771955,33396.1972936816,31250.5359239445,30043.363482829,29692.3567580778,30727.8640610055,31901.8428983195,32963.4717525796,34947.3752492511,36756.744235266,38277.6106656479,40403.5495981061,41363.6930102538,41967.9675759734,42706.9211509585,44283.1625208917,45358.561649442,47004.6158238481,49285.2720556068,49440.9681805579,45231.9617406414,46459.9732548543,47423.2104202424,46538.57742909,45906.7993432986,45550.4981364439,45655.2232546307,46720.563747789,48033.2871498753,48749.0831062822,
Fiji,FJI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1773.77738733879,1774.09541299128,1775.23062078109,1824.80895613993,1853.28318214132,1751.05863070234,1705.34918004404,1887.18437813365,1991.84552346741,2000.4057831301,2207.48643901678,2310.41450070212,2432.07746210022,2659.18640684916,2673.93975018823,2635.85379552176,2657.59547752161,2763.98189393904,2764.26154897389,3041.29017019274,2927.88883838537,3038.07857533452,2782.67685161522,2605.35720851092,2763.60881294912,2594.289672703,2768.64531223106,2574.23674892744,2594.71682494444,2781.32637020846,2926.57253822332,2821.11619043371,2956.74562527877,2977.75102732399,3086.09815758662,3123.20740614215,3235.72850900733,3131.2099301146,3142.49796380533,3392.9763183624,3315.95449234948,3370.14365297708,3472.30574158412,3503.5091817889,3681.14790773598,3690.02376489353,3729.9343473111,3661.40875555164,3659.09210381641,3573.39255030914,3652.52743714193,3735.55831531407,3781.18454181843,3957.72816897219,4175.42403867568,4359.22015960665,4449.30618812392,4663.66427618953,4795.19449948042,
France,FRA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,12743.925100567,13203.3208555991,13911.2550486369,14572.2769527434,15337.0768157374,15893.0497446438,16557.4811241046,17219.8662554722,17852.7245476021,18978.6879654108,19984.5896045592,20880.8933405144,21648.5522649626,22842.6736412552,23654.184552224,23279.8060327951,24164.7253939453,24888.1763235053,25772.3034620727,26577.7479387082,26877.7233918364,27033.3343781136,27567.0791388722,27757.2898549287,28020.4618834078,28315.8305115829,28814.1742533732,29383.9601235137,30604.4040269413,31761.2475215326,32524.0587570769,32683.3477080003,33041.3621144093,32691.6843256191,33338.3390661985,33917.9262095309,34275.6054052643,34952.5216187517,36073.6365823837,37116.4107977125,38309.4427405638,38786.0858022319,38942.2812150806,38985.5358593536,39794.6355114869,40152.6928743383,40850.3555437969,41582.7997168242,41456.4834259857,40058.679756449,40638.33400426,41329.0353691755,41258.2747345168,41282.9908062445,41478.2469670005,41765.2440274163,42054.5312591917,43001.5912857189,43663.5849237297,
Faroe Islands,FRO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48530.2338492813,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,2321.36946643612,2295.0712176886,2302.24393017853,2330.91646419665,2361.76759195871,2473.76094870535,2506.4483277374,2644.60216776064,2577.99581413983,2720.36919734147,2614.53983245412,2452.47460360568,2528.72260975466,2573.63465277749,2707.56175338925,2772.16211298909,2791.05026236645,2838.34916690466,2758.04486994763,2827.51285252588,2845.54532799719,2818.08822781028,2774.145383476,2819.93958510246,2885.44589035841,2961.93668060971,2877.27281542265,2734.24314221774,2633.4090751991,2718.46181191568,2710.08206889934,2751.7126544294,2728.62485534926,
Gabon,GAB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4362.13600677405,4958.07371793728,5270.22830082662,5523.33152501935,5694.40954771958,6071.02461697624,6230.79420388599,6359.02793802056,6383.67921754076,6757.76617311874,7198.88396475222,7788.0762213189,8513.79132974804,9211.79803189271,12609.953256177,14732.8590145712,19562.586746466,16725.6000938781,12412.8097592958,12177.6532549765,12186.9569423106,12492.0138601941,11800.2933377796,12142.1145123379,12712.4918105143,12085.7736396323,11665.1183284979,9401.57289809644,10318.734550046,10894.4293125838,11148.9716841142,11511.6507731488,10857.7588259053,10988.1678684681,11099.9575408245,11354.6580183226,11470.1560293892,11826.7455774026,11937.6366247739,10608.4435536807,10160.3444537978,10132.7658335207,9869.71775909755,9849.63882039948,9669.6384746557,9665.99680304366,9134.55968850484,9404.40830039937,8818.02391227421,8545.94605301081,8840.73066379785,9127.70996825147,9249.85820953921,9409.04068232735,9467.36378585918,9512.00905238808,9419.85671206659,9203.99356108556,9042.45986720758,
United Kingdom,GBR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,13934.0298309281,14198.6735620342,14233.9599441956,14816.4803053063,15535.0269907984,15766.1957242542,15926.1698509503,16282.0261600606,17084.5797411841,17341.0488364504,17740.1171684285,18281.7237291689,19003.6517075686,20201.4524580665,19691.3898647051,19401.3470860734,19970.7038046369,20465.2968652136,21324.1504311623,22102.1937573161,21628.0940050185,21453.84519595,21892.9868675323,22809.4996607215,23291.8247223605,24214.0344536538,24916.7056272992,26181.7390892334,27627.9291853015,28263.9508291385,28387.9244035205,27992.3926765887,28020.3733255505,28659.4729677929,29700.0389375727,30679.5369882622,31363.9651364533,32489.2077753022,33575.408292517,34610.8610527605,35672.9119698864,36592.8090728001,37285.177876807,38331.6056825266,39018.9510392376,39984.1674392449,40798.0653018924,41465.5454970381,41024.8110611627,38986.144513023,39435.8399018505,39731.4214516479,40039.6468165335,40623.3894497926,41369.7984773726,42008.9852304102,42510.1610585851,43010.706337795,43324.5929697405,
Georgia,GEO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,1872.9672812524,1991.20749127495,2095.007337314,2168.60798264791,2251.06597348988,2498.12236233624,2533.34696623112,2579.00965619078,2722.12087543572,2936.28512542463,3129.82682201513,3296.81111891225,3500.23735296237,3738.38505277995,3984.4708259513,4131.8363581557,4313.94415548998,4363.19090632083,4511.07052291576,4715.44621433928,4905.27475093084,4464.4256926329,4484.48544930258,4686.98598336861,4338.33763540105,3697.77525832473,2897.0924610894,1583.98220256667,1111.3014874724,1011.1733047873,1077.19044535603,1242.11042937212,1417.51410657028,1498.13904318692,1573.15964899056,1633.53910182305,1738.80288757888,1850.51164906553,2069.08139686634,2202.57179779924,2429.17247471983,2673.14828531218,3025.14181087905,3107.73372479249,3020.99872191247,3233.29594347421,3500.52749285613,3752.09636890993,3898.88876601177,4068.52909006735,4183.99076436588,4302.75196671677,4508.68048538628,4721.30288680934,
Ghana,GHA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1055.98788353009,1058.22401408727,1066.86271630903,1079.05752592367,1070.01252084625,1054.52931675206,983.951060080993,990.343488715808,971.425249354744,1005.80988763913,1076.38660473812,1102.52546220091,1045.23360884844,1045.48810079047,1087.84761412939,930.016865365143,878.429425638479,881.442147012337,938.564084642689,896.749741198546,880.54143770607,827.819225417341,748.825354032104,693.464113714549,730.834097629195,745.33778199423,761.383638501507,775.095299556301,795.530456533183,812.32190503152,815.507341428335,834.073070186403,841.745359772149,857.724377344464,861.692205667313,873.275045063005,890.00924181029,904.237263460945,923.626271165731,940.933440912944,952.137474702379,966.261867015423,985.333256906715,1011.3976207133,1041.82622676295,1075.86577170557,1115.84971840359,1134.69763510455,1206.99040627354,1233.67756113945,1298.43695159215,1445.36088882672,1542.6851834027,1617.46675421715,1626.62278298405,1624.76962330867,1643.44874426684,1738.2519312514,1807.06353938242,
Gibraltar,GIB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,513.194151446208,514.420170818134,530.31021620187,534.997979060713,541.893813411403,540.513652563328,543.141793644922,555.555609236916,562.606783906288,573.268669298859,583.267582420581,597.613189565016,603.733881792682,611.655849271824,612.815821257281,621.925586615196,641.172544462466,636.791171662216,639.0871848921,644.958557799281,638.698570421284,667.198956283582,679.034406049089,656.20504391602,672.424402562443,694.603134542076,719.698172704218,731.558867800131,741.038135190654,750.470659040661,809.97093538893,869.033786239134,896.828042811022,
"Gambia, The",GMB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,697.205665970553,678.982478186231,723.691303300924,720.575512270133,743.20686624734,721.426022961771,702.154283875304,744.420678349176,764.355151928546,832.471387503925,865.108921014072,865.460101071589,889.618322735272,849.007777780681,873.247577747545,874.357281262201,841.398041423096,903.541158277911,902.618356224212,859.639278046236,854.814654016874,833.770315551309,828.789768660409,837.212062509135,830.753624244352,824.569584185871,823.556268123127,821.663305966389,797.849749552021,780.378311252227,773.391910292107,786.666164345882,789.474108832343,814.343966289294,832.681537424284,853.53159178892,799.807139487042,827.83423285258,858.600296928359,812.76633858754,784.023225291556,784.036919305198,808.705243613652,837.334898259103,860.637873688125,767.155353643339,783.266692810892,781.681804777938,747.708731949503,754.992433680038,747.002735090329,760.124705650582,786.373247321282,
Guinea-Bissau,GNB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,492.267918216487,464.175626208753,484.222127831592,480.640117178883,494.925220042859,527.960953044008,550.873123776099,510.503115894586,577.209062697784,586.755845880163,488.767409553477,568.739441556982,580.488571474278,547.386674215744,582.467482459667,592.205529817989,574.10296943501,577.657415807903,591.089428939319,613.505416866206,636.598619957088,654.134091259165,646.533828009824,645.514137629069,651.85007089814,666.464021116397,729.057499183523,761.584535566939,537.209602841964,532.22533922273,549.819707488698,550.039418981954,532.747858899851,523.730947822119,525.824373105346,535.440957455005,534.822272283187,538.985481805324,542.645951129504,546.947092261669,557.632132626126,587.140383038061,561.986650036213,565.047969925518,555.605048729962,574.491700576592,594.978358692716,614.439429918411,622.079825379886,
Equatorial Guinea,GNQ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,659.481794210703,659.418072050074,625.974918181695,607.021341996393,569.985370697349,605.9558713311,564.721734755077,568.282137358741,565.676629717272,542.703199881665,517.174351046068,495.727502535676,646.44450840235,693.920440161349,781.772786774992,885.805529427371,1420.98302290724,3415.62783002195,4060.89771600512,4898.9004916368,5557.96394160947,8714.23171958392,9987.80720382938,10912.8824970404,14423.497197046,16107.1601253669,16575.0822715397,18243.2387488032,20512.9407227592,19848.7072187909,17272.0097706819,17593.1435205546,18236.3058918906,16748.0899969708,16130.336367463,14080.0765773426,12346.2595573481,11331.1527952619,10254.993251219,
Greece,GRC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6259.79313639608,7030.36083792425,7014.09523137987,7815.86329360089,8520.35878209125,9393.78599540632,9930.32833256941,10408.2150423681,11085.6427665211,12322.4384918796,13392.3081375027,14379.900738116,15738.2824762085,16934.8024405846,15786.2695837001,16634.4748196114,17500.3129150444,17782.1208479855,18825.0906162615,19202.055071666,19143.1241060619,18677.4750729321,18352.4398459861,18049.1837401683,18320.5841933467,18707.5689744836,18742.3160522619,18257.8040268438,18971.6434945021,19590.0677745391,19383.934636607,19746.3821252938,19733.2904010401,19303.6669805801,19591.3995215734,19909.5295981383,20389.31802281,21198.7906440279,21902.7387743244,22489.3159610984,23275.4443039169,24111.41745243,24965.5940189617,26349.2773212451,27614.4059308213,27698.5106178693,29176.3928555464,30054.8893906847,29874.7434421564,28514.8100925637,26917.7589787254,24495.7111408242,22830.5267783973,22251.2572849313,22565.6804783288,22615.3945784347,22666.2862274074,23052.9862313961,23558.0839659892,
Grenada,GRD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,2944.47474012589,3140.9488710266,3335.66332663549,3301.72602197799,3294.10705109723,3337.32959530559,3354.21197285327,3387.19667420458,3536.97936147456,3782.1680232373,4157.57779642914,4338.34086371354,4557.34809557295,4769.39689123885,4829.01238132332,4753.17066617138,4609.54085406109,4634.66803425752,4689.18509857326,4862.73043799469,5078.16287907923,5649.77067982845,6015.27929001296,6284.69996784302,6132.69475613606,6319.92924986007,6893.36806378174,6826.29001746957,7709.14955177846,7382.16261402016,7815.06520462278,7869.21693735805,7325.6710994073,7257.75662232319,7274.72313572426,7147.18918737909,7266.28734042283,7747.50073076196,8194.2381676678,8449.30776858458,8777.26893526355,9096.32995901451,
Greenland,GRL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,15656.4729016411,17401.3188157865,18055.461814736,19008.827909677,19890.5550639839,19978.734734742,21126.7150112384,23130.1993274424,24621.5604407947,25610.1031611625,27499.3834842896,27248.0986152271,25790.9724005255,26375.3367208026,24724.4610195573,25387.6140366334,27036.990708914,28211.9211584797,29412.2423364339,31087.3204227791,27295.9523444254,27314.107194088,26011.6275626403,24748.533678432,26073.0270997514,26899.8018575843,27262.4139043324,27613.480696594,29702.688972125,30111.9577032899,32193.0025213682,32514.7598494986,32051.665664368,33379.583469,35593.4254981198,37352.8925366913,39539.9157055674,40626.7814272793,43305.7027608534,43684.587199796,43988.3324931946,43781.4625641366,44454.3735497748,44131.2517597431,46378.3830305527,45351.1394675318,47413.6224796636,47648.4981531737,49310.0067114908,
Guatemala,GTM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1461.74420432861,1480.48861232836,1488.85958947878,1584.32878382217,1610.41183994785,1632.62135663033,1673.32550731895,1692.35690275375,1788.37924489997,1820.35088982004,1870.762118669,1920.9963465961,2005.96300884702,2084.84191926704,2159.66846511412,2145.30750988729,2246.01587468528,2361.89188856271,2419.68369387977,2472.32167550764,2502.82931583125,2457.26936272796,2312.2036850261,2197.42782858123,2154.68445946728,2090.31333656676,2044.05214588864,2067.37158544272,2098.42001031539,2131.05083664971,2146.56668936227,2173.60146031691,2225.89185550003,2259.73688281323,2296.90108095971,2355.86320189238,2371.28071433834,2419.99518918192,2484.7276437234,2522.82831194418,2554.74800397232,2554.22511952154,2591.29543584961,2594.8921195051,2614.67852238309,2638.25592047128,2717.72527043823,2825.09257313381,2854.01987611492,2806.94114164714,2825.48396349692,2880.39896987521,2903.40762657576,2948.01425858561,3007.92043528655,3069.00324679758,3100.82995785984,3123.90469035475,3159.96747721481,
Guam,GUM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27723.4603891235,27882.7097948152,29603.7734824842,30592.1607999249,29375.276247165,29578.3856170959,30054.0138683035,30112.6271684902,30700.4340081784,30690.4366504784,31252.6636152997,31741.5211298832,32169.5644356757,32151.9120777962,32027.5816012056,31847.6496791422,31477.266910582,
Guyana,GUY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1698.54410528712,1725.52540207278,1695.64185423801,1448.52016337338,1574.45912488267,1702.98313207546,1757.98182359976,1803.01899751201,1794.22001440219,1893.22893062081,1948.0655418478,1984.07852293526,1896.29544928946,1898.94076495618,2023.22946228479,2171.33571435571,2180.55813273162,2099.84424336192,2041.2985908221,1988.00511300117,2012.36713037654,2038.34993881294,1770.58960979401,1655.19299261997,1579.51919097847,1627.46574951311,1625.44419668345,1655.21579766322,1608.53965417587,1539.8206259898,1497.1571410217,1585.3681443962,1698.93882585573,1824.32316037791,1967.58402388733,2060.08055377774,2225.42054025349,2371.77326090709,2344.9174203749,2427.5474974711,2403.9289351735,2463.70579912935,2493.00542335526,2476.0671291167,2512.7736881289,2462.3439328238,2588.02823636014,2769.21245500168,2822.65302049888,2919.39600742543,3033.24772490536,3179.85921030323,3332.70302751644,3482.01635788855,3598.3471039862,3688.69225684457,3793.30575464324,3853.70591714256,3992.22625949241,
High income,HIC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11872.0559638032,12249.6198273201,12803.6380087897,13334.2737940442,14031.4928686571,14631.3055529935,15348.4268571262,15901.2891309613,16745.2288537629,17521.0518061717,17805.1876689081,18314.7689452265,19144.8309841382,20173.7189410368,20209.9954252591,19998.8718872791,20826.0044810514,21456.3190180505,22156.2899617601,22876.7561437353,23027.9102317727,23292.1329522872,23100.8148663342,23556.0853060932,24461.5053593326,25168.0081827007,25802.2217328649,26520.3419914807,27604.7266287735,28469.7300400974,29139.292040155,29356.2594830395,29780.0199607005,29897.560134075,30618.1428399119,31232.8428301127,31937.6982144222,32788.3321628453,33465.0396741082,34338.128984803,35500.6505145583,35799.6529828752,36100.529301752,36649.2291443363,37604.4417733142,38409.7612999036,39313.5998017472,40091.4298404654,39909.5467233331,38299.5667606464,39173.9728516277,39713.1235545206,39985.4094507123,40321.5952824419,40890.2557099821,41597.1591150225,42061.9394246911,42813.3406507504,43558.7020624771,
"Hong Kong SAR, China",HKG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,3380.66007008021,3703.51247737883,4142.30308466564,4392.23754027948,4904.79870821828,4948.80543543839,4902.68244045353,4962.7419369957,5438.15911327413,5796.18973557927,6086.23849079131,6604.28636641551,7208.97212394336,7153.38901438544,7053.5533686404,8091.42042323013,8910.6111388579,9473.49208529792,10006.2084732907,10727.3579564494,11448.7775236772,11604.9297105219,12113.097192419,13190.9210511243,13148.7790458721,14421.7222064934,16190.2038972353,17421.1962661592,17634.2674399669,18251.0415248333,19132.3962676951,20155.3360589252,21040.6268612493,21813.8297919891,21893.7970456163,21835.145678395,22758.4086696593,21241.5206617357,21566.9862830672,23015.9760943415,22975.0971203517,23252.5114048717,24010.5371458604,25896.7248918066,27688.8087234762,29446.3084790086,31081.5927531115,31553.6487675645,30711.5113484074,32549.998231121,33888.498690707,34086.3165015368,35002.5363329217,35717.6913690704,36260.5813249596,36820.9914822366,37953.3720385501,38781.7854279926,
Honduras,HND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1095.99309338676,1085.56492631851,1116.59458192034,1124.71682770766,1152.69948877781,1221.52911612107,1250.50581955932,1287.08625587143,1332.19497835641,1301.88825996654,1309.80229330607,1322.46975535195,1357.91458313621,1421.91931327508,1363.03044832927,1350.56775935799,1447.45095867929,1549.29815144061,1591.75556854497,1629.8853581685,1589.89543875028,1522.99941836755,1446.50704001799,1415.91196330791,1460.73836890672,1497.40428046571,1531.05512776071,1585.26458481633,1566.45253328382,1563.16787077887,1561.21628353861,1466.97550064009,1512.73158439723,1566.27760470626,1525.88065937302,1574.89582285206,1559.08144615655,1584.67336798945,1595.46160991871,1539.96831952578,1607.67968481287,1608.06865379939,1625.73760735912,1657.3134583985,1717.90223690812,1778.85007098289,1852.13954062011,1922.87465546677,1960.93922466572,1873.39410896665,1904.34646496881,1939.33862702996,1982.00973784495,2000.79244876186,2025.81419478885,2067.29003376698,2111.19316426974,2175.15583932369,2219.31966487966,
Heavily indebted poor countries (HIPC),HPC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,631.98008661618,617.696421657241,645.493754617421,648.954004826957,653.755921133977,663.330461292481,662.871841312383,658.284062470612,669.212337422741,681.469262589064,693.876963792926,704.369626263272,697.600804778295,699.871082133083,720.234883411083,717.076711794194,726.84147368841,734.315136284593,731.358527030307,715.282062884291,697.438039283621,704.042837622216,693.827086958535,680.745520883015,672.113689377662,665.668794982031,668.389702209782,671.751971828869,660.434267274529,655.933366307493,633.903221511541,619.563419688147,597.020675849593,582.780066254481,566.080629265372,576.998461147573,589.685407254451,598.164060846904,602.748593949487,605.022439504656,604.703397939163,613.252914663659,616.749718117139,626.537078350449,642.786580464708,662.549839925391,684.099383396205,709.049987181924,731.627826313772,741.975595369472,764.16883826985,776.596198146761,798.21758488524,820.762737566425,842.25695097858,859.263010124387,874.417034650855,894.059844061946,905.619651683376,
Croatia,HRV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8568.43419785287,9193.50966532996,9862.33600879047,10066.0549476824,10026.9641738508,10458.3650005957,11232.3748332959,11800.0550166093,12462.068644581,12976.9167160623,13519.3271428654,14192.0972960972,14942.7723223694,15207.5016065447,14103.1101973913,13923.6370524478,13928.5022531286,13658.5077003255,13621.4724876165,13662.8656556131,14111.6649614981,14705.5920284148,15350.4262220764,15889.6039129594,
Haiti,HTI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,993.246656260177,945.589284086186,1000.57057550763,962.807251339269,928.839495489922,930.849759611313,907.884216211816,871.792803206713,882.673500480084,899.593367514294,889.464945744364,930.988953983704,924.509391198733,952.466272715037,990.385549751962,983.642277670952,1046.70973066159,1064.40846727621,1107.61015526468,1166.27912221725,1224.99648194147,1163.21449941755,1095.78429403361,1079.90069187594,1058.13516756777,1040.57109240287,1012.81688528582,983.494731998221,965.127466370996,918.054812906757,909.112238846372,908.056194747761,843.288791649146,782.435937883968,676.09517513842,729.371960342812,745.821388826052,752.313721187513,755.190904206326,762.196920025313,755.679890225036,735.191499529065,721.168250531712,711.922302642403,675.68408044858,676.792899794046,680.944671724432,692.553620977461,687.447964430153,697.68891045003,665.627419493396,691.894267211056,701.445963678329,720.712871117894,730.306352103982,729.119665866674,729.85599969815,728.845001687994,730.296713024986,
Hungary,HUN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8857.51953542252,8589.47013013053,8549.72963917045,8813.7596802768,8957.50483784302,8980.29963216973,9281.24066406895,9665.67316145524,9990.76850661182,10465.4244003038,10916.8077435749,11467.0100658606,11969.6190819737,12574.7105798992,13134.4298826021,13685.1739896682,13739.5846610243,13909.3230894709,12997.5791857191,13113.5259617277,13389.959626871,13261.1969629144,13558.7974763999,14165.7082639959,14745.4899569724,15114.4290851697,15809.773172528,16647.7472023211,
